umap_1,umap_2,umap_3,cluster
17.0142,0.041286185,-0.6594799,0
17.019318,0.043623302,-0.66407007,0
17.025848,0.04443156,-0.6674694,0
17.033237,0.045516264,-0.6714708,0
-34.310947,-8.119171,-1.8171238,2
-34.309692,-8.116581,-1.8164048,2
17.03774,0.045450762,-0.6735024,0
17.042292,0.04655865,-0.67707586,0
-11.246851,2.4484596,-8.302311,3
-11.521448,2.6156893,-8.947904,3
17.046175,0.048003327,-0.6795836,0
17.051119,0.049998924,-0.6820876,0
17.05625,0.052793037,-0.68770695,0
-34.308685,-8.117894,-1.8135985,2
-34.304146,-8.118814,-1.8140446,2
17.060457,0.054142788,-0.6902299,0
17.065176,0.05497993,-0.69308037,0
17.069235,0.056463413,-0.6977714,0
17.075153,0.05821436,-0.7017463,0
17.0807,0.057543617,-0.7050069,0
17.084429,0.05792057,-0.707111,0
-34.29812,-8.127076,-1.8178878,2
17.088291,0.05903788,-0.7113165,0
-12.058331,1.7073588,-7.922644,3
-3.1423948,24.824106,0.74690795,1
17.0919,0.060285382,-0.71438396,0
17.100151,0.06318702,-0.7200463,0
17.103525,0.06436621,-0.7230363,0
17.108042,0.0648406,-0.72574854,0
-13.3085,1.435848,-10.141335,3
-11.246446,2.448427,-8.301969,3
17.110916,0.0656915,-0.72847486,0
-34.30367,-8.11455,-1.8105549,2
17.11539,0.0676822,-0.7325315,0
17.119997,0.07071378,-0.73741657,0
17.125761,0.0739518,-0.7431833,0
17.135649,0.07366333,-0.7459589,0
1.8976729,8.703766,6.645259,4
17.139313,0.074111626,-0.74762577,0
17.14423,0.07645257,-0.75178164,0
17.147453,0.078342855,-0.7546706,0
17.150421,0.080899194,-0.7581733,0
17.153454,0.083028264,-0.7614727,0
17.158762,0.086106986,-0.76616925,0
-34.33218,-8.112623,-1.8208451,2
17.159826,0.08785482,-0.7673426,0
17.164633,0.0897658,-0.7718597,0
17.16716,0.09113497,-0.7736136,0
17.170742,0.09320248,-0.77609974,0
17.173758,0.0949711,-0.7777655,0
17.17555,0.09874818,-0.78201425,0
17.180906,0.101753615,-0.7847956,0
17.185387,0.10656193,-0.7895787,0
17.187263,0.10857101,-0.7910148,0
17.189829,0.11025513,-0.7930205,0
17.191963,0.11447921,-0.79705614,0
17.197283,0.11941199,-0.8033245,0
17.198061,0.12146216,-0.80455226,0
17.200758,0.12296882,-0.806683,0
-34.32749,-8.111407,-1.8181812,2
17.199942,0.12583794,-0.80818236,0
17.194544,0.12811223,-0.80978364,0
17.201601,0.1305065,-0.8137686,0
-12.058063,1.7074113,-7.922049,3
17.1637,0.13031445,-0.8101933,0
17.193573,0.13562399,-0.8139715,0
17.197796,0.13829301,-0.81729186,0
17.175924,0.14102884,-0.8146896,0
17.191286,0.14303723,-0.81801504,0
17.158894,0.14550363,-0.8125254,0
17.174353,0.14898725,-0.8160634,0
17.11833,0.14903429,-0.8071428,0
17.1737,0.1547716,-0.81835234,0
17.093906,0.14668812,-0.80463785,0
16.993114,0.14337589,-0.78138083,0
16.994083,0.14181958,-0.7839137,0
17.093864,0.15227492,-0.80317384,0
17.09206,0.15892014,-0.8036283,0
17.070984,0.15684754,-0.8005084,0
17.072618,0.16256022,-0.8025376,0
16.832602,0.12287476,-0.7435431,0
-34.296772,-8.115051,-1.810472,2
-12.188339,2.0247772,-8.87316,3
-34.29655,-8.11406,-1.8101069,2
17.06312,0.16418141,-0.80047214,0
16.960098,0.15667592,-0.7776243,0
16.96392,0.16112836,-0.76838386,0
16.889984,0.13956882,-0.7581546,0
-0.5092124,5.4605827,11.679924,4
1.9140555,8.674996,6.68255,4
16.921354,0.15610434,-0.76850927,0
16.7848,0.13238315,-0.7310654,0
16.900297,0.15724906,-0.76478034,0
16.9374,0.16754347,-0.7746098,0
16.795717,0.14289013,-0.7506207,0
16.71422,0.13899165,-0.7255184,0
16.822817,0.15261029,-0.75145257,0
16.684502,0.1512257,-0.7360394,0
-12.170944,2.0982249,-9.46435,3
16.853796,0.16530499,-0.7530909,0
16.595005,0.13783625,-0.6962128,0
16.857138,0.16947567,-0.76355606,0
-13.313536,1.4356744,-10.146992,3
16.66052,0.13724409,-0.7095135,0
16.650118,0.14884947,-0.7033152,0
16.598555,0.13112102,-0.7131357,0
16.672945,0.14856072,-0.7161018,0
16.60276,0.13747953,-0.69495225,0
16.40236,0.112107106,-0.6728183,0
16.672337,0.15464805,-0.7205296,0
16.498783,0.13194829,-0.67655164,0
